event_uri,super_event_uri,order_in_super_event,event_type,label,start,end,duration,tzid,room,address,chair_label,chair_person,presenter_label,presenter_person,author,acronym,abstract,homepage,link_document,logo
http://data.semanticweb.org/conference/iswc/2003/track/industrial,http://data.semanticweb.org/conference/iswc/2003,,http://data.semanticweb.org/ns/swc/ontology#TrackEvent,Industrial Track,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/track/main,http://data.semanticweb.org/conference/iswc/2003,,http://data.semanticweb.org/ns/swc/ontology#TrackEvent,Main Track,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/track/tutorial,http://data.semanticweb.org/conference/iswc/2003,,http://data.semanticweb.org/ns/swc/ontology#TrackEvent,Tutorial Track,,,,,,,,,,,,,,,,
http://data.semanticweb.org/conference/iswc/2003/session-1a/event-01,http://data.semanticweb.org/conference/iswc/2003/session-1a,1,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Semi-automatic Semantic Annotation of Images Using Machine Learning Techniques,,,,,,,,,,,"Oge Marques, Nitish Barman",,,,,
http://data.semanticweb.org/conference/iswc/2003/session-1a/event-02,http://data.semanticweb.org/conference/iswc/2003/session-1a,2,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Integrating Structure and Semantics into Audio-visual Documents,,,,,,,,,,,Raphaël Troncy,,,,,
http://data.semanticweb.org/conference/iswc/2003/session-1a/event-03,http://data.semanticweb.org/conference/iswc/2003/session-1a,3,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,SCULPTEUR: Towards a New Paradigm for Multimedia Museum Information Handling,,,,,,,,,,,"Matthew Addis, Mike J. Boniface, Simon Goodall, Paul Grimwood, Sanghee Kim, Paul H. Lewis, Kirk Martinez, Alison Stevenson",,,,,
http://data.semanticweb.org/conference/iswc/2003/session-1b/event-01,http://data.semanticweb.org/conference/iswc/2003/session-1b,1,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Semantic Coordination: A New Approach and an Application,,,,,,,,,,,"Paolo Bouquet, Luciano Serafini, Stefano Zanobini",,,,,
http://data.semanticweb.org/conference/iswc/2003/session-1b/event-02,http://data.semanticweb.org/conference/iswc/2003/session-1b,2,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Reducing OWL Entailment to Description Logic Satisfiability,,,,,,,,,,,"Ian Horrocks, Peter F. Patel-Schneider",,,,,
http://data.semanticweb.org/conference/iswc/2003/session-1b/event-03,http://data.semanticweb.org/conference/iswc/2003/session-1b,3,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,RDFS(FA) and RDF MT: Two Semantics for RDFS,,,,,,,,,,,"Jeff Z. Pan, Ian Horrocks",,,,,
http://data.semanticweb.org/conference/iswc/2003/session-1c/event-01,http://data.semanticweb.org/conference/iswc/2003/session-1c,2,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,ODESeW. Automatic Generation of Knowledge Portals for Intranets and Extranets,,,,,,,,,,,"Óscar Corcho, Asunción Gómez-Pérez, Angel López-Cima, V. López-García, María del Carmen Suárez-Figueroa",,,,,
http://data.semanticweb.org/conference/iswc/2003/session-1c/event-02,http://data.semanticweb.org/conference/iswc/2003/session-1c,3,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Making Business Sense of the Semantic Web,,,,,,,,,,,"Zavisa Bjelogrlic, Dirk-Willem van Gulik, Alberto Reggiori",,,,,
http://data.semanticweb.org/conference/iswc/2003/session-2a/event-01,http://data.semanticweb.org/conference/iswc/2003/session-2a,1,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Towards Ontology-Driven Discourse: From Semantic Graphs to Multimedia Presentations,,,,,,,,,,,"Joost Geurts, Stefano Bocconi, Jacco van Ossenbruggen, Lynda Hardman",,,,,
http://data.semanticweb.org/conference/iswc/2003/session-2a/event-02,http://data.semanticweb.org/conference/iswc/2003/session-2a,2,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,FrameNet Meets the Semantic Web: Lexical Semantics for the Web,,,,,,,,,,,"Srini Narayanan, Collin F. Baker, Charles J. Fillmore, Miriam R. L. Petruck",,,,,
http://data.semanticweb.org/conference/iswc/2003/session-2a/event-03,http://data.semanticweb.org/conference/iswc/2003/session-2a,3,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,A Q-Based Architecture for Semantic Information Interoperability on Semantic Web,,,,,,,,,,,"Zhen-jie Wang, Huanye Sheng, Peng Ding",,,,,
http://data.semanticweb.org/conference/iswc/2003/session-2b/event-01,http://data.semanticweb.org/conference/iswc/2003/session-2b,1,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Web Ontology Reasoning with Datatype Groups,,,,,,,,,,,"Jeff Z. Pan, Ian Horrocks",,,,,
http://data.semanticweb.org/conference/iswc/2003/session-2b/event-02,http://data.semanticweb.org/conference/iswc/2003/session-2b,2,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Merging Topics in Well-Formed XML Topic Maps,,,,,,,,,,,"Richard Widhalm, Thomas A. Mück",,,,,
http://data.semanticweb.org/conference/iswc/2003/session-2b/event-03,http://data.semanticweb.org/conference/iswc/2003/session-2b,3,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Semantic Processing of the Semantic Web,,,,,,,,,,,"Kunal Patel, Gopal Gupta",,,,,
http://data.semanticweb.org/conference/iswc/2003/session-2c/event-01,http://data.semanticweb.org/conference/iswc/2003/session-2c,1,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,KIM - Semantic Annotation Platform,,,,,,,,,,,"Borislav Popov, Atanas Kiryakov, Angel Kirilov, Dimitar Manov, Damyan Ognyanoff, Miroslav Goranov",,,,,
http://data.semanticweb.org/conference/iswc/2003/session-2c/event-02,http://data.semanticweb.org/conference/iswc/2003/session-2c,2,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Ontology-Oriented Programming: Static Typing for the Inconsistent Programmer,,,,,,,,,,,Neil M. Goldman,,,,,
http://data.semanticweb.org/conference/iswc/2003/session-2c/event-03,http://data.semanticweb.org/conference/iswc/2003/session-2c,3,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,A Semantic Infosphere,,,,,,,,,,,"Michael Uschold, Peter Clark, Fred Dickey, Casey K. Fung, Sonia Smith, Stephen A. Uczekaj, Michael Wilke, Sean Bechhofer, Ian Horrocks",,,,,
http://data.semanticweb.org/conference/iswc/2003/session-3a/event-01,http://data.semanticweb.org/conference/iswc/2003/session-3a,1,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,"Semantic Annotation, Indexing, and Retrieval",,,,,,,,,,,"Atanas Kiryakov, Borislav Popov, Damyan Ognyanoff, Dimitar Manov, Angel Kirilov, Miroslav Goranov",,,,,
http://data.semanticweb.org/conference/iswc/2003/session-3a/event-02,http://data.semanticweb.org/conference/iswc/2003/session-3a,2,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,An Approach for the Ranking of Query Results in the Semantic Web,,,,,,,,,,,"Nenad Stojanovic, Rudi Studer, Ljiljana Stojanovic",,,,,
http://data.semanticweb.org/conference/iswc/2003/session-3a/event-03,http://data.semanticweb.org/conference/iswc/2003/session-3a,3,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Querying Semantic Web Resources Using TRIPLE Views,,,,,,,,,,,"Zoltán Miklós, Gustaf Neumann, Uwe Zdun, Michael Sintek",,,,,
http://data.semanticweb.org/conference/iswc/2003/session-3a/event-04,http://data.semanticweb.org/conference/iswc/2003/session-3a,4,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Automatic Annotation of Content-Rich HTML Documents: Structural and Semantic Analysis,,,,,,,,,,,"Saikat Mukherjee, Guizhen Yang, I. V. Ramakrishnan",,,,,
http://data.semanticweb.org/conference/iswc/2003/session-3b/event-01,http://data.semanticweb.org/conference/iswc/2003/session-3b,1,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,The DAML-S Virtual Machine,,,,,,,,,,,"Massimo Paolucci, Anupriya Ankolekar, Naveen Srinivasan, Katia P. Sycara",,,,,
http://data.semanticweb.org/conference/iswc/2003/session-3b/event-02,http://data.semanticweb.org/conference/iswc/2003/session-3b,3,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,A Policy Based Approach to Security for the Semantic Web,,,,,,,,,,,"Lalana Kagal, Timothy W. Finin, Anupam Joshi",,,,,
http://data.semanticweb.org/conference/iswc/2003/session-3b/event-03,http://data.semanticweb.org/conference/iswc/2003/session-3b,4,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Prolog-Based Infrastructure for RDF: Scalability and Performance,,,,,,,,,,,"Jan Wielemaker, Guus Schreiber, Bob J. Wielinga",,,,,
http://data.semanticweb.org/conference/iswc/2003/session-3c/event-01,http://data.semanticweb.org/conference/iswc/2003/session-3c,1,http://data.semanticweb.org/ns/swc/ontology#TalkEvent,Task Computing - The Semantic Web Meets Pervasive Computing,,,,,,,,,,,"Ryusuke Masuoka, Bijan Parsia, Yannis Labrou",,,,,
