author,title,pages,year,link_open_access,link_publisher,proceedings_uri,paper_uri,label_proceedings,subtitle_proceedings,abstract,category,keywords,cnt_keyword,topics,cnt_topic,list_author,cnt_author,list_url,cnt_url
"Michiel Hildebrand,Jacco van Ossenbruggen and Lynda Hardman",/facet: A Browser for Heterogeneous Semantic Web Repositories,272-285,2006,http://iswc2006.semanticweb.org/items/Hildebrand2006lr.pdf,http://dx.doi.org/10.1007/11926078_20,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-32,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings","Facet browsing has become popular as a user friendly inter- face to data repositories. We extend facet browsing of Semantic Web data in four ways. First, users are able to select and navigate through facets of resources of any type and to make selections based on properties of other, semantically related, types. Second, we address a disadvantage of hierarchy-based navigation by adding a keyword search interface that dynamically makes semantically relevant suggestions. Third, the inter- face of our browser, /facet, allows the inclusion of facet-specific display options that go beyond the hierarchical navigation that characterizes current facet browsing. Fourth, the browser works on any RDFS dataset without any additional configuration. These properties make /facet an ideal tool for Semantic Web developers that need a instant interface to their complete dataset. The automatic facet configuration generated by the system can then be further refined to configure it as a tool for end users. The implementation is based on current Web standards and open source software. The new functionality we provide is motivated using a scenario from the cultural heritage domain.",Research Track Paper,,0,,0,Michiel Hildebrand;Jacco van Ossenbruggen;Lynda Hardman,3,"http://iswc2006.semanticweb.org/items/Hildebrand2006lr.pdf,http://dx.doi.org/10.1007/11926078_20",2
"Ahlem Ben Hassine,Shigeo Matsubara and Toru Ishida",A Constraint-Based Approach to Horizontal Web Service Composition,130-143,2006,http://iswc2006.semanticweb.org/items/Hassine2006qy.pdf,http://dx.doi.org/10.1007/11926078_10,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-01,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings","The task of automatically composing Web services involves two main composition processes, vertical and horizontal composition. Vertical composition consists of defining an appropriate combination of simple processes to perform a composition task. Horizontal composition process consists of determining the most appropriate Web service, from among a set of functionally equivalent ones for each component process. Several recent research efforts have dealt with the Web service composition problem. Nevertheless, most of them tackled only the vertical composition of Web services despite the growing trend towards functionally equivalent Web services. In an attempt to facilitate and streamline the process of horizontal composition of Web services while taking the above limitation into consideration, this work includes two main contributions. The first is a generic formalization of any Web service composition problem based on a constraint optimization problem (COP); this formalization is compatible to any Web service description language. The second contribution is an incremental user-intervention-based protocol to find the optimal composite Web service according to some predefined criteria at run-time. Our goal is i) to deal with many crucial natural features of Web services such as dynamic and distributed environment, uncertain and incomplete Web service information, etc; and ii) to allow human user intervention to enhance the solving process. Three approaches are described in this work, sequential approach, distributed approach and multi-agent approach to deal with realistic domains.",Research Track Paper,,0,,0,Shigeo Matsubara;Toru Ishida;Ahlem Ben Hassine,3,"http://iswc2006.semanticweb.org/items/Hassine2006qy.pdf,http://dx.doi.org/10.1007/11926078_10",2
Freddy Lécué and Alain Léger,A Formal Model for Semantic Web Service Composition,385-398,2006,http://iswc2006.semanticweb.org/items/Lecue2006uq.pdf,http://dx.doi.org/10.1007/11926078_28,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-03,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings","Automated composition of Web services or the process of forming new value added Web services is one of the most promising challenges in the semantic Web service research area. Semantics is one of the key elements for the automated composition of Web services because such a process requires rich machine-understandable descriptions of services that can be shared. Semantics enables Web service to describe their capabilities and processes, nevertheless there is still some work to be done. Indeed Web services described at functional level need a formal context to perform the automated composition of Web services. The suggested model (i.e. Causal link matrix) is a necessary starting point to apply problem-solving techniques such as regression-based search for Web service composition. The model supports a semantic context in order to find a correct, complete, consistent and optimal plan as a solution. In this paper an innovative and formal model for an AI planning-oriented composition is presented.",Research Track Paper,,0,,0,Alain Léger;Freddy Lécué,2,"http://dx.doi.org/10.1007/11926078_28,http://iswc2006.semanticweb.org/items/Lecue2006uq.pdf",2
"Natalya Fridman Noy,Abhita Chugh,William Liu and Mark A. Musen",A Framework for Ontology Evolution in Collaborative Environments,544-558,2006,http://iswc2006.semanticweb.org/items/Noy2006fj.pdf,http://dx.doi.org/10.1007/11926078_39,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-04,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings","With the wider use of ontologies in the Semantic Web and as part of production systems, multiple scenarios for ontology maintenance and evolution are emerging. For example, successive ontology versions can be posted on the (Semantic) Web, with users discovering the new versions serendipitously; ontology-development in a collaborative environment can be synchronous or asynchronous; managers of projects may exercise quality control, examining the changes from previous baseline versions and accepting or rejecting them before a new baseline is published, and so on. In this paper, we present the different scenarios for ontology maintenance and evolution that we have encountered in our own projects and in those of our collaborators. We define several dimensions that categorize different scenarios. For each scenario, we discuss the high-level tasks that an editing environment must support. We then present a unified comprehensive set of tools to support the different scenarios in a single framework, allowing users to switch between different modes easily.",Research Track Paper,,0,,0,Mark A. Musen;Abhita Chugh;William Liu;Natalya Fridman Noy,4,"http://dx.doi.org/10.1007/11926078_39,http://iswc2006.semanticweb.org/items/Noy2006fj.pdf",2
"Cartic Ramakrishnan,Krys Kochut and Amit P. Sheth",A Framework for Schema-Driven Relationship Discovery from Unstructured Text,583-596,2006,http://iswc2006.semanticweb.org/items/Ramakrishnan2006kx.pdf,http://dx.doi.org/10.1007/11926078_42,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-05,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings","We address the issue of extracting implicit and explicit relationships between entities in biomedical text. We argue that entities seldom occur in text in their simple form and that relationships in text relate the modified, complex forms of entities with each other. We present a rule-based method for (1) extraction of such complex entities and (2) relationships between them and (3) the conversion of such relationships into RDF. Furthermore, we present results that clearly demonstrate the utility of the generated RDF in discovering knowledge from text corpora, by means of locating paths composed of the extracted relationships.",Research Track Paper,,0,,0,Cartic Ramakrishnan;Krys Kochut;Amit P. Sheth,3,"http://iswc2006.semanticweb.org/items/Ramakrishnan2006kx.pdf,http://dx.doi.org/10.1007/11926078_42",2
"Willem Robert van Hage,Hap Kolb and Guus Schreiber",A Method for Learning Part-Whole Relations,723-735,2006,http://iswc2006.semanticweb.org/items/Hage2006yq.pdf,http://dx.doi.org/10.1007/11926078_52,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-06,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings","Part-whole relations are important in many domains, but typically receive less attention than subsumption relation. In this paper we describe a method for finding part-whole relations. The method consists of two steps: (i) finding phrase patterns for both explicit and implicit part-whole relations, and (ii) applying these patterns to find part-whole relation instances. We show results of applying this method to a domain of finding sources of carcinogens.",Research Track Paper,,0,,0,Hap Kolb;Guus Schreiber;Willem Robert van Hage,3,"http://dx.doi.org/10.1007/11926078_52,http://iswc2006.semanticweb.org/items/Hage2006yq.pdf",2
"Jinghai Rao,Dimitar Dimitrov,Paul Hofmann and Norman M. Sadeh",A Mixed Initiative Semantic Web Framework for Process Composition,873-886,2006,http://iswc2006.semanticweb.org/items/Rao2006lr.pdf,http://dx.doi.org/10.1007/11926078_63,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-07,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings","Semantic Web technologies offer the prospect of significantly reducing the amount of effort required to integrate existing enterprise functionality in support of new composite processes.-- whether within a given organization or across multiple ones. A significant body of work in this area has aimed to fully automate this process, while assuming that all functionality has already been encapsulated in the form of semantic web services with rich and accurate annotations. In this article, we argue that this assumption is often unrealistic. Instead, we describe a mixed initiative framework for semantic web service discovery and composition that aims at flexibly interleaving human decision making and automated functionality in environments where annotations may be incomplete and even inconsistent. An initial version of this framework has been implemented in SAP's Guided Procedures, a key element of SAP's Enterperise Service Architecture (ESA).",Semantic Web In Use Track Paper,,0,,0,Jinghai Rao;Norman M. Sadeh;Dimitar Dimitrov;Paul Hofmann,4,"http://dx.doi.org/10.1007/11926078_63,http://iswc2006.semanticweb.org/items/Rao2006lr.pdf",2
"Saartje Brockmans,Robert M. Colomb,Peter Haase,Elisa F. Kendall,Evan K. Wallace,Christopher A. Welty and Guo Tong Xie",A Model Driven Approach for Building OWL DL and OWL Full Ontologies,187-200,2006,http://iswc2006.semanticweb.org/items/Brockmans2006vn.pdf,http://dx.doi.org/10.1007/11926078_14,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-08,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings","This paper presents an approach for visually modeling OWL DL and OWL Full ontologies based on the well-established visual modeling language UML. We discuss a metamodel for OWL based on the Meta-Object Facility, an associated UML profile as visual syntax, and transformations between both. The work we present supports model-driven development of OWL ontologies and is currently undergoing the standardization process of the Object Management Group. After describing our approach, we present the implementation of our approach and an example, showing how the metamodel and UML profile can be used to improve developing Semantic Web applications.",Research Track Paper,,0,,0,Peter Haase;Robert M. Colomb;Christopher A. Welty;Guo Tong Xie;Elisa F. Kendall;Saartje Brockmans;Evan K. Wallace,7,"http://iswc2006.semanticweb.org/items/Brockmans2006vn.pdf,http://dx.doi.org/10.1007/11926078_14",2
"Carlos A. Hurtado,Alexandra Poulovassilis and Peter T. Wood",A Relaxed Approach to RDF Querying,314-328,2006,http://iswc2006.semanticweb.org/items/Hurtado2006rt.pdf,http://dx.doi.org/10.1007/11926078_23,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-09,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings","We explore flexible querying of RDF data, with the aim of making it possible to return data satisfying query conditions with varying degrees of exactness, and also to rank the results of a query depending on how ``closely'' they satisfy the query conditions. We make queries more flexible by logical relaxation of their conditions based on the notion of RDF entailment, which naturally incorporates RDFS ontologies. We develop a notion of ranking of query answers, and present a query processing algorithm for incrementally computing the relaxed answer of a query. Our approach has application in scenarios where there is a lack of understanding of the ontology underlying the data, or where the data objects have heterogeneous sets of properties or irregular structures.",Research Track Paper,,0,,0,Peter T. Wood;Carlos A. Hurtado;Alexandra Poulovassilis,3,"http://iswc2006.semanticweb.org/items/Hurtado2006rt.pdf,http://dx.doi.org/10.1007/11926078_23",2
"Alessandra Toninelli,Rebecca Montanari,Lalana Kagal and Ora Lassila",A Semantic Context-Aware Access Control Framework for Secure Collaborations in Pervasive Computing Environments,473-486,2006,http://iswc2006.semanticweb.org/items/Montanari2006fr.pdf,http://dx.doi.org/10.1007/11926078_34,http://data.semanticweb.org/conference/iswc/2006/proceedings,http://data.semanticweb.org/conference/iswc/2006/proceedings/paper-10,The Semantic Web - ISWC 2006,"5th International Semantic Web Conference, ISWC 2006, Athens, GA, USA, November 5-9, 2006. Proceedings","Wireless connectivity and widespread diffusion of portable devices offer novel opportunities for users to share resources anywhere and anytime and to form ad-hoc coalitions. Resource access control is crucial to leverage ad-hoc collaboration. In pervasive scenarios, however, collaborating entities cannot be known in advance and resource availability frequently vary, even unpredictably, due to user/device mobility, thus complicating resource access control. Access control policies cannot be defined based on entity's identities/roles, as in traditional access control solutions, and cannot be all specified a priori to face any operative run time situation, but require continuous adjustments to adapt to the current. To address these issues, this paper advocates the adoption of novel access control policy models that follow two main design guidelines: context-awareness to control resource access on the basis of context visibility and to enable dynamic adaptation of policies depending on context changes, and semantic technologies for context/policy specification to allow high-level description and reasoning reason about context and policies. The paper describes also the implementation of these concepts in a semantic context-aware policy model that adopts ontologies and rules to express context and context-aware access control policies and to allow policy adaptation.",Research Track Paper,,0,,0,Alessandra Toninelli;Ora Lassila;Rebecca Montanari;Lalana Kagal,4,"http://iswc2006.semanticweb.org/items/Montanari2006fr.pdf,http://dx.doi.org/10.1007/11926078_34",2
