author,title,pages,year,link_open_access,link_publisher,proceedings_uri,paper_uri,label_proceedings,subtitle_proceedings,abstract,category,keywords,cnt_keyword,topics,cnt_topic,list_author,cnt_author,list_url,cnt_url
"Takeshi Morita,Takuya Tejima,Noriaki Izumi,Takahira Yamaguchi",A Domain Ontology Construction Method Supported by an Ontology Search Engine,,2007,,,http://data.semanticweb.org/conference/iswc-aswc/2007/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc-aswc/2007/poster-demo-proceedings/paper-01,Proceedings of ISWC 2007 Poster and Demo,,"In order to reduce the cost of building domain ontologies manually, in this paper, we integrate a domain ontology development environment: DODDLE-OWL and an ontology search engine: Swoogle. We propose a method and a tool for domain ontology construction reusing texts and existing ontologies for a target domain extracted by Swoogle. In the evaluation, we applied the method to a particular field of law and evaluated the acquired ontologies.",Poster/Demo Paper,,0,,0,Takahira Yamaguchi;Takeshi Morita;Takuya Tejima;Noriaki Izumi,4,,0
"Michael Stollberg,Mick Kerrigan,Martin Hepp",A Goal-Based Semantic Web Service Browser,,2007,,,http://data.semanticweb.org/conference/iswc-aswc/2007/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc-aswc/2007/poster-demo-proceedings/paper-02,Proceedings of ISWC 2007 Poster and Demo,,"We present a novel approach for the visualization and browsing of Web services. In contrast to most existing tools that categorize Web service with respect to specific description elements, our tool is based on goals that describe the objective that a client wants to solve by using Web services while abstracting from the technical details. The data structure for our search space visualization is a graph that organizes goal templates - i.e. generic and reusable objective descriptions - with respect to their semantic similarity, and keeps the relevant knowledge on the available Web services for solving them; the graph is generated automatically by semantic matchmaking. The browsing tool is implemented as a new plug-in of the Web Service Modeling Toolkit WSMT, an integrated development environment for Semantic Web services.",Poster/Demo Paper,,0,,0,Mick Kerrigan;Michael Stollberg;Martin Hepp,3,,0
"Satoru Izumi,Naofumi Yasuda,Goichi Itabashi,Yasushi Kato,Kaoru Takahashi,Takuo Suganuma,Norio Shiratori",A Health Advice Derivation System based on an Ontology,,2007,,,http://data.semanticweb.org/conference/iswc-aswc/2007/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc-aswc/2007/poster-demo-proceedings/paper-03,Proceedings of ISWC 2007 Poster and Demo,,"This paper presents a health advice derivation system. The system can derive adequate advices according to user's goal and the health condition of the user because an ontology is introduced into the system for describing the knowledge about exercise, meal and user's health condition. We introduce an inference mechanism into the system for deriving advices because the inference mechanism makes good use of the ontology. New relationships on the knowledge are found by the inference mechanism and are finally provided as advices to the user.",Poster/Demo Paper,,0,,0,Naofumi Yasuda;Goichi Itabashi;Yasushi Kato;Satoru Izumi;Kaoru Takahashi;Norio Shiratori;Takuo Suganuma,7,,0
"Won-Kyung Sung,Hanmin Jung,Pyung Kim,In-Su Kang,Seung-Woo Lee,Mi-Kyung Lee,Dong-In Park,Sun-Hwa Hahn",A Semantic Portal for Researchers Using OntoFrame,,2007,,,http://data.semanticweb.org/conference/iswc-aswc/2007/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc-aswc/2007/poster-demo-proceedings/paper-06,Proceedings of ISWC 2007 Poster and Demo,,"To help researchers to get information, we build a semantic portal using OntoFrame, KISTI's semantic web platform. Unlike other semantic web solutions, URI-server underlies OntoFrame. It stores ontology instances before populating them into a triple store, controlling their key/referential integrities based on URI. Our semantic portal is thus efficiently maintained by assigning search-oriented requests to URI-server-based IR engine and reasoning queries to the inference system.",Poster/Demo Paper,,0,,0,Dong-In Park;Hanmin Jung;Pyung Kim;Mi-Kyung Lee;Seung-Woo Lee;Won-Kyung Sung;In-Su Kang;Sun-Hwa Hahn,8,,0
"Rui Huang,Zhongzhi Shi",A Statistical Approach for Semantic Search using Heterogenous Semantics on the Web,,2007,,,http://data.semanticweb.org/conference/iswc-aswc/2007/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc-aswc/2007/poster-demo-proceedings/paper-07,Proceedings of ISWC 2007 Poster and Demo,,"For relevance ranking in Web search, heterogeneous semantic information such as thesauruses, semantic markups and social annotations have been adopted respectively. As utilization of semantics are key to semantic search, to integrate more semantics would logically generate better search results in respect of semantic relevance. However, such integrated semantic search mechanism is still in absence and to be developed. This paper proposes a statistical approach to integrate both keywords and heterogeneous semantics for semantic search.",Poster/Demo Paper,,0,,0,Zhongzhi Shi;Rui Huang,2,,0
"Eero Hyvönen,Robin Lindroos,Tomi Kauppinen,Riikka Henriksson",An Ontology Service for Geographical Content,,2007,,,http://data.semanticweb.org/conference/iswc-aswc/2007/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc-aswc/2007/poster-demo-proceedings/paper-04,Proceedings of ISWC 2007 Poster and Demo,,"Geographic place names are widely used but are semantically often highly ambiguous. For example, there are 491 places in Finland sharing the same name ""Isosaari"" (great island) that are instances of several geographical classes, such as Island, Forest, Peninsula, Inhabited area, etc. Referencing unambiguously to a particular ""Isosaari"", either when annotating content or during information retrieval, can be quite problematic and requires usage of advanced search methods and maps for semantic disambiguation. This paper presents an ontology server, ONKI-Paikka, for solving the place finding and place name disambiguation problem. In ONKI-Paikka, places can be found by a faceted search engine, combined with semantic autocompletion and a map service for constraining search and for visualizing results. The service can be connected to legacy applications cost-effectively by using Ajax-technology in the same spirit as Google Maps that is used in ONKI-Paikka as a subservice.",Poster/Demo Paper,,0,,0,Tomi Kauppinen;Riikka Henriksson;Robin Lindroos;Eero Hyvönen,4,,0
"Jie Tang,Jing Zhang,Duo Zhang,Limin Yao",ArnetMiner: Extraction and Mining of an Academic Researcher Social Network,,2007,,,http://data.semanticweb.org/conference/iswc-aswc/2007/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc-aswc/2007/poster-demo-proceedings/paper-05,Proceedings of ISWC 2007 Poster and Demo,,"This demonstration aims at presenting an overview of the ArnetMiner system. The system addresses several key issues in extraction and mining of the researcher social network. The system is in operation on the internet for about one year and receives accesses from about 1,500 users per month. Feedbacks from users and system logs indicate that users consider the system can help people to find and share information in the web community.",Poster/Demo Paper,,0,,0,Duo Zhang;Jing Zhang;Limin Yao;Jie Tang,4,,0
"Eetu Mäkelä,Tuukka Ruotsalo,Eero Hyvönen",Automatic Exhibition Generation Based on Semantic Cultural Content,,2007,,,http://data.semanticweb.org/conference/iswc-aswc/2007/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc-aswc/2007/poster-demo-proceedings/paper-08,Proceedings of ISWC 2007 Poster and Demo,,This paper shortly presents an automatic exhibition generation interface that turns the focus of semantic search from search items to the concepts they are annotated with.,Poster/Demo Paper,,0,,0,Eetu Mäkelä;Tuukka Ruotsalo;Eero Hyvönen,3,,0
"Davide Guidi,Laurian Gridinoc,Martin Dzbor,Enrico Motta",Building the bases for a Semantic Web Browser,,2007,,,http://data.semanticweb.org/conference/iswc-aswc/2007/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc-aswc/2007/poster-demo-proceedings/paper-09,Proceedings of ISWC 2007 Poster and Demo,,"In this paper we describe the first results of our efforts to build a solid framework for a Semantic Web browser, Power Magpie. For Semantic Web browser we envision an extension to a standard Web browser that augment its features with the ability to act on resources described in Web pages and to find resources semantically related to a Web page. In our vision, the Power Magpie prototype will provide three main features:  1. The ability to automatically find and retrieve ontologies that are related to the generic Web page that the user is browsing.  2. A simple user interface to navigate these data (as well as the Semantic data available in the Web page itself, using technologies such as RDFa or Microformats).  3. The ability to provide services that exploit the discovered data.  The current state of the prototype already address the first two points, while the latter can be considered a further step that can be develop upon the proposed framework.",Poster/Demo Paper,,0,,0,Martin Dzbor;Laurian Gridinoc;Enrico Motta;Davide Guidi,4,,0
"Mauro Mazzieri,Aldo Franco Dragoni",Can Inconsistent Reasoning Be Complete?,,2007,,,http://data.semanticweb.org/conference/iswc-aswc/2007/poster-demo-proceedings,http://data.semanticweb.org/conference/iswc-aswc/2007/poster-demo-proceedings/paper-10,Proceedings of ISWC 2007 Poster and Demo,,"As classical reasoning from inconsistent ontologies can't give meaningful answers to queries, it is necessary to either revise the ontology, discarding some axioms in order to restore consistency, or make use of a non-standard notion of logical entailment that allows to give meaningful answers from inconsistent premises.  We propose a complete procedure to reason with inconsistent ontologies and show how ontology revision can be obtained from inconsistency reasoning.",Poster/Demo Paper,,0,,0,Mauro Mazzieri;Aldo Franco Dragoni,2,,0
