author,title,pages,year,link_open_access,link_publisher,proceedings_uri,paper_uri,label_proceedings,subtitle_proceedings,abstract,category,keywords,cnt_keyword,topics,cnt_topic,list_author,cnt_author,list_url,cnt_url
"Souripriya Das,Jagannathan Srinivasan,Matthew Perry,Seema Sundara",Customer Adoption of Semantic Web Technologies - Sharing our Experience at Oracle,,2012,,,http://data.semanticweb.org/conference/iswc/2012/industry-proceedings,http://data.semanticweb.org/conference/iswc/2012/industry-proceedings/paper-01,Proceedings of ISWC 2012 Industry Track,,,Industrial Track Paper,,0,,0,Jagannathan Srinivasan;Matthew Perry;Seema Sundara;Souripriya Das,4,,0
"Stéphane Corlosquet,Sudeshna Das,Emily Merrill,Paolo Ciccarese,Tim Clark",Drupal as a Semantic Web platform,,2012,,,http://data.semanticweb.org/conference/iswc/2012/industry-proceedings,http://data.semanticweb.org/conference/iswc/2012/industry-proceedings/paper-02,Proceedings of ISWC 2012 Industry Track,,,Industrial Track Paper,,0,,0,Sudeshna Das;Emily Merrill;Paolo Ciccarese;Tim Clark;Stéphane Corlosquet,5,,0
"Bruno Alves,Michael Schumacher",Fairtrace - Tracing the textile industry,,2012,,,http://data.semanticweb.org/conference/iswc/2012/industry-proceedings,http://data.semanticweb.org/conference/iswc/2012/industry-proceedings/paper-03,Proceedings of ISWC 2012 Industry Track,,,Industrial Track Paper,,0,,0,Bruno Alves;Michael Schumacher,2,,0
"Montiago Labute,Archana Venbakam,Sean Felten,Venkat Krishnamurthy",Financial Market Sensing via Querying a Time-Dependent RDF Graph of Sentiment Indicators Aggregated from Web-Based News Articles,,2012,,,http://data.semanticweb.org/conference/iswc/2012/industry-proceedings,http://data.semanticweb.org/conference/iswc/2012/industry-proceedings/paper-04,Proceedings of ISWC 2012 Industry Track,,,Industrial Track Paper,,0,,0,Venkat Krishnamurthy;Sean Felten;Montiago Labute;Archana Venbakam,4,,0
"Zhe Wu,Karl Rieb,Jay Banerjee,Vladimir Mikhailov,Sakthi Sundaram",Fortifying a SPARQL Endpoint for Enterprise Usage Scenarios,,2012,,,http://data.semanticweb.org/conference/iswc/2012/industry-proceedings,http://data.semanticweb.org/conference/iswc/2012/industry-proceedings/paper-05,Proceedings of ISWC 2012 Industry Track,,,Industrial Track Paper,,0,,0,Karl Rieb;Vladimir Mikhailov;Jay Banerjee;Zhe Wu;Sakthi Sundaram,5,,0
"Mathieu d'Aquin,Stuart Brown",Linked Data at The Open University: From Technical Challenges to Organizational Innovation,,2012,,,http://data.semanticweb.org/conference/iswc/2012/industry-proceedings,http://data.semanticweb.org/conference/iswc/2012/industry-proceedings/paper-06,Proceedings of ISWC 2012 Industry Track,,,Industrial Track Paper,,0,,0,Mathieu d'Aquin;Stuart Brown,2,,0
Fabrice Lacroix,Linked Enterprise Data: leveraging the Semantic Web stack in a corporate IS environment,,2012,,,http://data.semanticweb.org/conference/iswc/2012/industry-proceedings,http://data.semanticweb.org/conference/iswc/2012/industry-proceedings/paper-07,Proceedings of ISWC 2012 Industry Track,,,Industrial Track Paper,,0,,0,Fabrice Lacroix,1,,0
"Peter Haase,Michael Schmidt",On Demand Access to Big Data through Semantic Technologies,,2012,,,http://data.semanticweb.org/conference/iswc/2012/industry-proceedings,http://data.semanticweb.org/conference/iswc/2012/industry-proceedings/paper-08,Proceedings of ISWC 2012 Industry Track,,,Industrial Track Paper,,0,,0,Michael Schmidt;Peter Haase,2,,0
Chris Chaulk,Semantic Web Success Story: Practical Integration of Semantic Web Technology and Linked Data Principles in the Architecture and Implementation of an Enterprise Product,,2012,,,http://data.semanticweb.org/conference/iswc/2012/industry-proceedings,http://data.semanticweb.org/conference/iswc/2012/industry-proceedings/paper-09,Proceedings of ISWC 2012 Industry Track,,,Industrial Track Paper,,0,,0,Chris Chaulk,1,,0
"Evren Sirin,Kendall Clark",Stardog Linked Data Catalog,,2012,,,http://data.semanticweb.org/conference/iswc/2012/industry-proceedings,http://data.semanticweb.org/conference/iswc/2012/industry-proceedings/paper-10,Proceedings of ISWC 2012 Industry Track,,,Industrial Track Paper,,0,,0,Evren Sirin;Kendall Clark,2,,0
