author,title,pages,year,link_open_access,link_publisher,proceedings_uri,paper_uri,label_proceedings,subtitle_proceedings,abstract,category,keywords,cnt_keyword,topics,cnt_topic,list_author,cnt_author,list_url,cnt_url
"Makx Dekkers,Joao Frade,Stijn Goedertier,Nikos Loutas,Vassilios Peristeras and Gofran Shukair",A common metadata approach to support eGovernment interoperability,,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Industry/iswc2011it_submission_16.pdf,,http://data.semanticweb.org/conference/iswc/2011/industry-proceedings,http://data.semanticweb.org/conference/iswc/2011/industry-proceedings/paper-01,Proceedings of ISWC 2011 Industry Track,,,Industrial Track Paper,,0,,0,Joao Frade;Vassilios Peristeras;Nikos Loutas;Makx Dekkers;Stijn Goedertier;Gofran Shukair,6,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Industry/iswc2011it_submission_16.pdf,1
René Fleischhauer and Michael Stollberg,Automated Generation of Semantic Service Descriptions by Leveraging on Service Governance Models,,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Industry/iswc2011it_submission_6.pdf,,http://data.semanticweb.org/conference/iswc/2011/industry-proceedings,http://data.semanticweb.org/conference/iswc/2011/industry-proceedings/paper-02,Proceedings of ISWC 2011 Industry Track,,,Industrial Track Paper,,0,,0,René Fleischhauer;Michael Stollberg,2,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Industry/iswc2011it_submission_6.pdf,1
"Peter Mika,Ralph Rabbat and Philip Bohannon",Building a Web of Objects at Yahoo!,,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Industry/WOO_ISWC.pptx,,http://data.semanticweb.org/conference/iswc/2011/industry-proceedings,http://data.semanticweb.org/conference/iswc/2011/industry-proceedings/paper-03,Proceedings of ISWC 2011 Industry Track,,,Industrial Track Paper,,0,,0,Peter Mika;Ralph Rabbat;Philip Bohannon,3,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Industry/WOO_ISWC.pptx,1
Peter Haase and Michael Schmidt,Everything Self-Service: Linked Data Applications with the Information Workbench,,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Industry/iswc2011it_submission_11.pdf,,http://data.semanticweb.org/conference/iswc/2011/industry-proceedings,http://data.semanticweb.org/conference/iswc/2011/industry-proceedings/paper-08,Proceedings of ISWC 2011 Industry Track,,,Industrial Track Paper,,0,,0,Michael Schmidt;Peter Haase,2,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Industry/iswc2011it_submission_11.pdf,1
Don Syme and Evelyne Viegas,F# Type Providers – Unleashing the Semantic Web with Programming Languages,,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Industry/iswc2011it_submission_15.pdf,,http://data.semanticweb.org/conference/iswc/2011/industry-proceedings,http://data.semanticweb.org/conference/iswc/2011/industry-proceedings/paper-04,Proceedings of ISWC 2011 Industry Track,,,Industrial Track Paper,,0,,0,Don Syme;Evelyne Viegas,2,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Industry/iswc2011it_submission_15.pdf,1
Florian Kondert and Helmut Nagy,Linked Data Based Enterprise Data Integration,,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Industry/ISWC2011_IndustryTrack-final.pptx,,http://data.semanticweb.org/conference/iswc/2011/industry-proceedings,http://data.semanticweb.org/conference/iswc/2011/industry-proceedings/paper-05,Proceedings of ISWC 2011 Industry Track,,,Industrial Track Paper,,0,,0,Helmut Nagy;Florian Kondert,2,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Industry/ISWC2011_IndustryTrack-final.pptx,1
Daniel Hansch,Practical applications of Semantic Wikis in commercial environments,,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Industry/ONTOPRISE_SMW__ISWC.pdf,,http://data.semanticweb.org/conference/iswc/2011/industry-proceedings,http://data.semanticweb.org/conference/iswc/2011/industry-proceedings/paper-06,Proceedings of ISWC 2011 Industry Track,,,Industrial Track Paper,,0,,0,Daniel Hansch,1,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Industry/ONTOPRISE_SMW__ISWC.pdf,1
Leo Sauermann and Bernhard Schandl,Refinder: A Semantic Social Productivity Tool,,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Industry/iswc2011it_submission_8.pdf,,http://data.semanticweb.org/conference/iswc/2011/industry-proceedings,http://data.semanticweb.org/conference/iswc/2011/industry-proceedings/paper-07,Proceedings of ISWC 2011 Industry Track,,,Industrial Track Paper,,0,,0,Bernhard Schandl;Leo Sauermann,2,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Industry/iswc2011it_submission_8.pdf,1
Johannes Busse,Semantic Authoring with semAuth,,2011,http://jbusse.de/semauth/iswc2011.html,,http://data.semanticweb.org/conference/iswc/2011/industry-proceedings,http://data.semanticweb.org/conference/iswc/2011/industry-proceedings/paper-09,Proceedings of ISWC 2011 Industry Track,,,Industrial Track Paper,,0,,0,Johannes Busse,1,http://jbusse.de/semauth/iswc2011.html,1
Wen Zhu and Sumeet Vij,Semantic Mediation Bus™: An Ontology-based Runtime Infrastructure for Service Interoperability,,2011,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Industry/Extending_SOA_infrastructure_Alion.pptx,,http://data.semanticweb.org/conference/iswc/2011/industry-proceedings,http://data.semanticweb.org/conference/iswc/2011/industry-proceedings/paper-10,Proceedings of ISWC 2011 Industry Track,,,Industrial Track Paper,,0,,0,Wen Zhu;Sumeet Vij,2,http://iswc2011.semanticweb.org/fileadmin/iswc/Papers/Industry/Extending_SOA_infrastructure_Alion.pptx,1
